Country,Trade,Value_USD,Month,Year
Mexico,Export,255149310,6,2020
Mexico,Import,41787970,6,2020
Mexico,Export,303525370,7,2020
Mexico,Import,46407050,7,2020
Mexico,Export,335029700,8,2020
Mexico,Import,39833170,8,2020
Mexico,Export,301544000,9,2020
Mexico,Import,40157070,9,2020
Mexico,Export,317786360,10,2020
Mexico,Import,43644240,10,2020
Mexico,Export,248630130,11,2020
Mexico,Import,51473740,11,2020
Mexico,Export,251883380,12,2020
Mexico,Import,46272010,12,2020
Myanmar,Export,58283550,1,2020
Myanmar,Import,17190830,1,2020
Myanmar,Export,69250400,2,2020
Myanmar,Import,14349240,2,2020
Myanmar,Export,66264530,3,2020
Myanmar,Import,24836770,3,2020
Myanmar,Export,53366710,4,2020
Myanmar,Import,17581410,4,2020
Myanmar,Export,42530570,5,2020
Myanmar,Import,12664910,5,2020
Myanmar,Export,51264870,6,2020
Myanmar,Import,19271950,6,2020
Myanmar,Export,59838880,7,2020
Myanmar,Import,22560680,7,2020
Myanmar,Export,51134280,8,2020
Myanmar,Import,23419090,8,2020
Myanmar,Export,51941830,9,2020
Myanmar,Import,16565529,9,2020
Myanmar,Export,40612000,10,2020
Myanmar,Import,11182820,10,2020
Myanmar,Export,35741950,11,2020
Myanmar,Import,9270830,11,2020
Myanmar,Export,53040130,12,2020
Myanmar,Import,30220410,12,2020
Netherlands,Export,475840920,1,2020
Netherlands,Import,41761270,1,2020
Netherlands,Export,513474080,2,2020
Netherlands,Import,53743290,2,2020
Netherlands,Export,634325870,3,2020
Netherlands,Import,49873940,3,2020
Netherlands,Export,486076280,4,2020
Netherlands,Import,55001370,4,2020
Netherlands,Export,529011459,5,2020
Netherlands,Import,49166050,5,2020
Netherlands,Export,597664970,6,2020
Netherlands,Import,55169050,6,2020
Netherlands,Export,597939940,7,2020
Netherlands,Import,51850130,7,2020
Netherlands,Export,588497570,8,2020
Netherlands,Import,56155100,8,2020
Netherlands,Export,607285100,9,2020
Netherlands,Import,55198500,9,2020
Netherlands,Export,670091070,10,2020
Netherlands,Import,60952410,10,2020
Netherlands,Export,566787430,11,2020
Netherlands,Import,53567990,11,2020
Netherlands,Export,732298190,12,2020
Netherlands,Import,74511210,12,2020
New Zealand,Export,26592900,1,2020
New Zealand,Import,43506590,1,2020
New Zealand,Export,43612010,2,2020
New Zealand,Import,59654850,2,2020
New Zealand,Export,44260120,3,2020
New Zealand,Import,51051320,3,2020
New Zealand,Export,27768460,4,2020
New Zealand,Import,37084110,4,2020
New Zealand,Export,31069530,5,2020
New Zealand,Import,41432220,5,2020
New Zealand,Export,38632540,6,2020
New Zealand,Import,54214740,6,2020
New Zealand,Export,46171120,7,2020
New Zealand,Import,58228350,7,2020
New Zealand,Export,53196650,8,2020
New Zealand,Import,49856910,8,2020
New Zealand,Export,42671470,9,2020
New Zealand,Import,34665000,9,2020
New Zealand,Export,51609540,10,2020
New Zealand,Import,37911860,10,2020
New Zealand,Export,48665600,11,2020
New Zealand,Import,42376070,11,2020
New Zealand,Export,44058910,12,2020
New Zealand,Import,47802950,12,2020
Norway,Export,12573730,1,2020
Norway,Import,26446790,1,2020
Norway,Export,11974880,2,2020
Norway,Import,22754260,2,2020
Norway,Export,14490190,3,2020
Norway,Import,23076030,3,2020
Norway,Export,6357910,4,2020
Norway,Import,33466230,4,2020
Norway,Export,9187160,5,2020
Norway,Import,26334230,5,2020
Norway,Export,9263970,6,2020
Norway,Import,29972500,6,2020
Norway,Export,9107250,7,2020
Norway,Import,26100770,7,2020
Norway,Export,76606180,8,2020
Norway,Import,31307530,8,2020
Norway,Export,5966420,9,2020
Norway,Import,24324540,9,2020
Norway,Export,8919430,10,2020
Norway,Import,18002890,10,2020
Norway,Export,40939250,11,2020
Norway,Import,21823320,11,2020
Norway,Export,11527060,12,2020
Norway,Import,28056270,12,2020
Pakistan,Export,29947210,1,2020
Pakistan,Import,9103820,1,2020
Pakistan,Export,31431800,2,2020
Pakistan,Import,8777410,2,2020
Pakistan,Export,31616400,3,2020
Pakistan,Import,9112710,3,2020
Pakistan,Export,16287530,4,2020
Pakistan,Import,7830480,4,2020
Pakistan,Export,24275870,5,2020
Pakistan,Import,7496650,5,2020
Pakistan,Export,22771190,6,2020
Pakistan,Import,6522760,6,2020
Pakistan,Export,33822710,7,2020
Pakistan,Import,8966380,7,2020
Pakistan,Export,36505090,8,2020
Pakistan,Import,7130390,8,2020
Pakistan,Export,37037480,9,2020
Pakistan,Import,15214460,9,2020
Pakistan,Export,49661390,10,2020
Pakistan,Import,12576320,10,2020
Pakistan,Export,44507580,11,2020
Pakistan,Import,10540680,11,2020
Pakistan,Export,39044870,12,2020
Pakistan,Import,14277000,12,2020
Peru,Export,23705740,1,2020
Peru,Import,15414120,1,2020
Peru,Export,37852750,2,2020
Peru,Import,6521110,2,2020
Peru,Export,37754120,3,2020
Peru,Import,7732730,3,2020
Peru,Export,12011690,4,2020
Peru,Import,5192390,4,2020
Peru,Export,7802550,5,2020
Peru,Import,1729110,5,2020
Peru,Export,7459900,6,2020
Peru,Import,2362800,6,2020
Peru,Export,19642480,7,2020
Peru,Import,935050,7,2020
Peru,Export,33906410,8,2020
Peru,Import,5483240,8,2020
Peru,Export,31987240,9,2020
Peru,Import,11434080,9,2020
Peru,Export,31687430,10,2020
Peru,Import,17260920,10,2020
Peru,Export,37395540,11,2020
Peru,Import,9032960,11,2020
Peru,Export,22531310,12,2020
Peru,Import,4335480,12,2020
Philippines,Export,235400470,1,2020
Philippines,Import,128113910,1,2020
Philippines,Export,334454200,2,2020
Philippines,Import,143205820,2,2020
Philippines,Export,402115190,3,2020
Philippines,Import,137444920,3,2020
Philippines,Export,231489470,4,2020
Philippines,Import,99449050,4,2020
Philippines,Export,342550820,5,2020
Philippines,Import,97970100,5,2020
Philippines,Export,245272550,6,2020
Philippines,Import,137810200,6,2020
Philippines,Export,271545610,7,2020
Philippines,Import,155352960,7,2020
Philippines,Export,371984910,8,2020
Philippines,Import,146760720,8,2020
Philippines,Export,272127560,9,2020
Philippines,Import,178638790,9,2020
Philippines,Export,268398599,10,2020
Philippines,Import,167632290,10,2020
Philippines,Export,232890350,11,2020
Philippines,Import,172503740,11,2020
Philippines,Export,341335260,12,2020
Philippines,Import,188844730,12,2020
Poland,Export,119091530,1,2020
Poland,Import,16005210,1,2020
Poland,Export,126891270,2,2020
Poland,Import,40687100,2,2020
Poland,Export,138787990,3,2020
Poland,Import,19618320,3,2020
Poland,Export,69189120,4,2020
Poland,Import,19143160,4,2020
Poland,Export,120615530,5,2020
Poland,Import,24378360,5,2020
Poland,Export,162168450,6,2020
Poland,Import,30323060,6,2020
Poland,Export,191786340,7,2020
Poland,Import,41768550,7,2020
Poland,Export,184469740,8,2020
Poland,Import,32692590,8,2020
Poland,Export,177619660,9,2020
Poland,Import,33660380,9,2020
Poland,Export,178333610,10,2020
Poland,Import,24370680,10,2020
Poland,Export,148810930,11,2020
Poland,Import,27809440,11,2020
Poland,Export,156279540,12,2020
Poland,Import,30158040,12,2020
Portugal,Export,25287520,1,2020
Portugal,Import,4193939,1,2020
Portugal,Export,33889810,2,2020
Portugal,Import,14040260,2,2020
Portugal,Export,32782620,3,2020
Portugal,Import,5671770,3,2020
Portugal,Export,13385810,4,2020
Portugal,Import,3284840,4,2020
Portugal,Export,27582480,5,2020
Portugal,Import,8254980,5,2020
Portugal,Export,32267290,6,2020
Portugal,Import,7867970,6,2020
Portugal,Export,35771710,7,2020
Portugal,Import,9223980,7,2020
Portugal,Export,41295000,8,2020
Portugal,Import,10755440,8,2020
Portugal,Export,31689500,9,2020
Portugal,Import,10515030,9,2020
Portugal,Export,36862410,10,2020
Portugal,Import,6830010,10,2020
Portugal,Export,36116130,11,2020
Portugal,Import,6199740,11,2020
Portugal,Export,29201200,12,2020
Portugal,Import,7933800,12,2020
Romania,Export,15997810,1,2020
Romania,Import,6024620,1,2020
Romania,Export,16152180,2,2020
Romania,Import,5309600,2,2020
Romania,Export,17364080,3,2020
Romania,Import,4793470,3,2020
Romania,Export,13087760,4,2020
Romania,Import,4765330,4,2020
Romania,Export,21766330,5,2020
Romania,Import,4821560,5,2020
Romania,Export,38325300,6,2020
Romania,Import,7083840,6,2020
Romania,Export,16384890,7,2020
Romania,Import,5551030,7,2020
Romania,Export,18941250,8,2020
Romania,Import,7083080,8,2020
Romania,Export,16205230,9,2020
Romania,Import,5615550,9,2020
Romania,Export,18709060,10,2020
Romania,Import,5467260,10,2020
Romania,Export,11772190,11,2020
Romania,Import,5770650,11,2020
Romania,Export,15492260,12,2020
Romania,Import,5909690,12,2020
Russia Federation,Export,155364870,1,2020
Russia Federation,Import,135161150,1,2020
Russia Federation,Export,181449220,2,2020
Russia Federation,Import,147337790,2,2020
Russia Federation,Export,215724780,3,2020
Russia Federation,Import,146535170,3,2020
Russia Federation,Export,203790950,4,2020
Russia Federation,Import,210809660,4,2020
Russia Federation,Export,214129650,5,2020
Russia Federation,Import,207652510,5,2020
Russia Federation,Export,291181030,6,2020
Russia Federation,Import,219791380,6,2020
Russia Federation,Export,356227100,7,2020
Russia Federation,Import,170634530,7,2020
Russia Federation,Export,285460500,8,2020
Russia Federation,Import,134939580,8,2020
Russia Federation,Export,270237270,9,2020
Russia Federation,Import,124233200,9,2020
Russia Federation,Export,207559180,10,2020
Russia Federation,Import,177573650,10,2020
Russia Federation,Export,258364360,11,2020
Russia Federation,Import,122338120,11,2020
Russia Federation,Export,212470580,12,2020
Russia Federation,Import,204408840,12,2020
Saudi Arabia,Export,25157990,1,2020
Saudi Arabia,Import,70185460,1,2020
Saudi Arabia,Export,31783550,2,2020
Saudi Arabia,Import,108119890,2,2020
Saudi Arabia,Export,38720500,3,2020
Saudi Arabia,Import,70551910,3,2020
Saudi Arabia,Export,18131580,4,2020
Saudi Arabia,Import,68591640,4,2020
Saudi Arabia,Export,19046790,5,2020
Saudi Arabia,Import,77314250,5,2020
Saudi Arabia,Export,64914840,6,2020
Saudi Arabia,Import,80687960,6,2020
Saudi Arabia,Export,24611440,7,2020
Saudi Arabia,Import,97921030,7,2020
Saudi Arabia,Export,56429610,8,2020
Saudi Arabia,Import,117871550,8,2020
Saudi Arabia,Export,52975820,9,2020
Saudi Arabia,Import,119142330,9,2020
Saudi Arabia,Export,23915540,10,2020
Saudi Arabia,Import,106684450,10,2020
Saudi Arabia,Export,53564460,11,2020
Saudi Arabia,Import,104333650,11,2020
Saudi Arabia,Export,28637300,12,2020
Saudi Arabia,Import,129506760,12,2020
Senegal,Export,1208750,1,2020
Senegal,Import,0,1,2020
Senegal,Export,2343080,2,2020
Senegal,Import,0,2,2020
Senegal,Export,2590650,3,2020
Senegal,Import,0,3,2020
Senegal,Export,1481610,4,2020
Senegal,Import,0,4,2020
Senegal,Export,10310280,5,2020
Senegal,Import,0,5,2020
Senegal,Export,7098820,6,2020
Senegal,Import,0,6,2020
Senegal,Export,1438000,7,2020
Senegal,Import,0,7,2020
Senegal,Export,2139920,8,2020
Senegal,Import,0,8,2020
Senegal,Export,2051989,9,2020
Senegal,Import,0,9,2020
Senegal,Export,3008970,10,2020
Senegal,Import,0,10,2020
Senegal,Export,2050770,11,2020
Senegal,Import,0,11,2020
Senegal,Export,3207320,12,2020
Senegal,Import,0,12,2020
Singapore,Export,237680810,1,2020
Singapore,Import,321421380,1,2020
Singapore,Export,251736240,2,2020
Singapore,Import,297378070,2,2020
Singapore,Export,268209580,3,2020
Singapore,Import,290636040,3,2020
Singapore,Export,199590870,4,2020
Singapore,Import,289852870,4,2020
Singapore,Export,178240830,5,2020
Singapore,Import,254689840,5,2020
Singapore,Export,186735390,6,2020
Singapore,Import,341392230,6,2020
Singapore,Export,251944840,7,2020
Singapore,Import,338090750,7,2020
Singapore,Export,232635760,8,2020
Singapore,Import,292563640,8,2020
Singapore,Export,372503610,9,2020
Singapore,Import,325829060,9,2020
Singapore,Export,263457580,10,2020
Singapore,Import,274037480,10,2020
Singapore,Export,325191950,11,2020
Singapore,Import,300655260,11,2020
Singapore,Export,281879620,12,2020
Singapore,Import,343346950,12,2020
Slovakia,Export,48171900,1,2020
Slovakia,Import,1881630,1,2020
Slovakia,Export,58361670,2,2020
Slovakia,Import,2773430,2,2020
Slovakia,Export,79013910,3,2020
Slovakia,Import,4688650,3,2020
Slovakia,Export,68096320,4,2020
Slovakia,Import,2881870,4,2020
Slovakia,Export,70455460,5,2020
Slovakia,Import,3386930,5,2020
Slovakia,Export,86871760,6,2020
Slovakia,Import,6284990,6,2020
Slovakia,Export,119961500,7,2020
Slovakia,Import,3247410,7,2020
Slovakia,Export,124457830,8,2020
Slovakia,Import,3496380,8,2020
Slovakia,Export,125015650,9,2020
Slovakia,Import,2856020,9,2020
Slovakia,Export,135432410,10,2020
Slovakia,Import,2190380,10,2020
Slovakia,Export,117935290,11,2020
Slovakia,Import,6240540,11,2020
Slovakia,Export,131926250,12,2020
Slovakia,Import,7129240,12,2020
Slovenia,Export,22679990,1,2020
Slovenia,Import,4897350,1,2020
Slovenia,Export,17978070,2,2020
Slovenia,Import,6833230,2,2020
Slovenia,Export,20092150,3,2020
Slovenia,Import,4759370,3,2020
Slovenia,Export,18307840,4,2020
Slovenia,Import,4402200,4,2020
Slovenia,Export,20312510,5,2020
Slovenia,Import,4795080,5,2020
Slovenia,Export,19856200,6,2020
Slovenia,Import,9069500,6,2020
Slovenia,Export,24366500,7,2020
Slovenia,Import,8078380,7,2020
Slovenia,Export,23417650,8,2020
Slovenia,Import,8138360,8,2020
Slovenia,Export,26660960,9,2020
Slovenia,Import,3348930,9,2020
Slovenia,Export,27441590,10,2020
Slovenia,Import,5940940,10,2020
Slovenia,Export,26352870,11,2020
Slovenia,Import,9289260,11,2020
Slovenia,Export,36669170,12,2020
Slovenia,Import,7156850,12,2020
South Africa,Export,35453620,1,2020
South Africa,Import,22993350,1,2020
South Africa,Export,60290190,2,2020
South Africa,Import,56216000,2,2020
South Africa,Export,75050250,3,2020
South Africa,Import,30800420,3,2020
South Africa,Export,46515450,4,2020
South Africa,Import,95374740,4,2020
South Africa,Export,40457780,5,2020
South Africa,Import,109841720,5,2020
South Africa,Export,61595340,6,2020
South Africa,Import,115706880,6,2020
South Africa,Export,51749200,7,2020
South Africa,Import,78902940,7,2020
South Africa,Export,81905400,8,2020
South Africa,Import,58289920,8,2020
South Africa,Export,65242080,9,2020
South Africa,Import,35643810,9,2020
South Africa,Export,65539920,10,2020
South Africa,Import,34302100,10,2020
South Africa,Export,47584250,11,2020
South Africa,Import,20672670,11,2020
South Africa,Export,49753270,12,2020
South Africa,Import,49371450,12,2020
Spain,Export,165667420,1,2020
Spain,Import,38100580,1,2020
Spain,Export,184071420,2,2020
Spain,Import,37025190,2,2020
Spain,Export,201829250,3,2020
Spain,Import,44646440,3,2020
Spain,Export,122352610,4,2020
Spain,Import,35631180,4,2020
Spain,Export,129636340,5,2020
Spain,Import,47221410,5,2020
Spain,Export,186826960,6,2020
Spain,Import,44742830,6,2020
Spain,Export,207218690,7,2020
Spain,Import,47356900,7,2020
Spain,Export,215060180,8,2020
Spain,Import,51585550,8,2020
Spain,Export,183650660,9,2020
Spain,Import,48035420,9,2020
Spain,Export,186988720,10,2020
Spain,Import,46034110,10,2020
Spain,Export,152885660,11,2020
Spain,Import,40688690,11,2020
Spain,Export,193933200,12,2020
Spain,Import,45398890,12,2020
Sweden,Export,66652700,1,2020
Sweden,Import,25799170,1,2020
Sweden,Export,99175550,2,2020
Sweden,Import,25059420,2,2020
Sweden,Export,126675030,3,2020
Sweden,Import,33660270,3,2020
Sweden,Export,97857600,4,2020
Sweden,Import,29036220,4,2020
Sweden,Export,75433550,5,2020
Sweden,Import,27774480,5,2020
Sweden,Export,102088640,6,2020
Sweden,Import,26866640,6,2020
Sweden,Export,103120250,7,2020
Sweden,Import,42182960,7,2020
Sweden,Export,96000700,8,2020
Sweden,Import,27934790,8,2020
Sweden,Export,93175270,9,2020
Sweden,Import,28860330,9,2020
Sweden,Export,106041900,10,2020
Sweden,Import,23596670,10,2020
Sweden,Export,75470770,11,2020
Sweden,Import,28373500,11,2020
Sweden,Export,85014090,12,2020
Sweden,Import,33286890,12,2020
Switzerland,Export,18452490,1,2020
Switzerland,Import,46875940,1,2020
Switzerland,Export,53883050,2,2020
Switzerland,Import,58113870,2,2020
Switzerland,Export,30587380,3,2020
Switzerland,Import,55360630,3,2020
Switzerland,Export,11990120,4,2020
Switzerland,Import,39043140,4,2020
Switzerland,Export,34440830,5,2020
Switzerland,Import,45426760,5,2020
Switzerland,Export,15700670,6,2020
Switzerland,Import,55663470,6,2020
Switzerland,Export,16265280,7,2020
Switzerland,Import,48167650,7,2020
Switzerland,Export,27465390,8,2020
Switzerland,Import,52104070,8,2020
Switzerland,Export,12453020,9,2020
Switzerland,Import,46918090,9,2020
Switzerland,Export,15287090,10,2020
Switzerland,Import,42155420,10,2020
Switzerland,Export,16144180,11,2020
Switzerland,Import,42500410,11,2020
Switzerland,Export,16654720,12,2020
Switzerland,Import,61922440,12,2020
Taiwan,Export,276378100,1,2020
Taiwan,Import,1119250880,1,2020
Taiwan,Export,366336260,2,2020
Taiwan,Import,1338406550,2,2020
Taiwan,Export,452155320,3,2020
Taiwan,Import,1523855810,3,2020
Taiwan,Export,367251330,4,2020
Taiwan,Import,1170309460,4,2020
Taiwan,Export,383295990,5,2020
Taiwan,Import,1059982190,5,2020
Taiwan,Export,347600920,6,2020
Taiwan,Import,1289953280,6,2020
Taiwan,Export,473138010,7,2020
Taiwan,Import,1368885710,7,2020
Taiwan,Export,374661820,8,2020
Taiwan,Import,1520502840,8,2020
Taiwan,Export,303952960,9,2020
Taiwan,Import,1615607230,9,2020
Taiwan,Export,317081800,10,2020
Taiwan,Import,1520849750,10,2020
Taiwan,Export,299606090,11,2020
Taiwan,Import,1556490990,11,2020
Taiwan,Export,360461700,12,2020
Taiwan,Import,1616517980,12,2020
Thailand,Export,330034980,1,2020
Thailand,Import,657853240,1,2020
Thailand,Export,497719600,2,2020
Thailand,Import,1036905950,2,2020
Thailand,Export,566979010,3,2020
Thailand,Import,947103300,3,2020
Thailand,Export,238603280,4,2020
Thailand,Import,820557260,4,2020
Thailand,Export,296868760,5,2020
Thailand,Import,774842030,5,2020
Thailand,Export,337535970,6,2020
Thailand,Import,816306800,6,2020
Thailand,Export,390029250,7,2020
Thailand,Import,823293460,7,2020
Thailand,Export,513097960,8,2020
Thailand,Import,889903210,8,2020
Thailand,Export,445560790,9,2020
Thailand,Import,946710030,9,2020
Thailand,Export,440184750,10,2020
Thailand,Import,1062698080,10,2020
Thailand,Export,446255420,11,2020
Thailand,Import,939744960,11,2020
Thailand,Export,414071030,12,2020
Thailand,Import,1248861740,12,2020
Turkey,Export,51691630,1,2020
Turkey,Import,22571770,1,2020
Turkey,Export,78075830,2,2020
Turkey,Import,26757210,2,2020
Turkey,Export,84273930,3,2020
Turkey,Import,27662320,3,2020
Turkey,Export,50922560,4,2020
Turkey,Import,19925890,4,2020
Turkey,Export,67531390,5,2020
Turkey,Import,21882610,5,2020
Turkey,Export,87645750,6,2020
Turkey,Import,23526510,6,2020
Turkey,Export,101789010,7,2020
Turkey,Import,17664200,7,2020
Turkey,Export,96192720,8,2020
Turkey,Import,22496780,8,2020
Turkey,Export,103365140,9,2020
Turkey,Import,17565670,9,2020
Turkey,Export,101780830,10,2020
Turkey,Import,24747790,10,2020
Turkey,Export,81578950,11,2020
Turkey,Import,21166650,11,2020
Turkey,Export,75809970,12,2020
Turkey,Import,30213780,12,2020
Ukraine,Export,13580180,1,2020
Ukraine,Import,4104290,1,2020
Ukraine,Export,19425600,2,2020
Ukraine,Import,20700110,2,2020
Ukraine,Export,19257880,3,2020
Ukraine,Import,5490860,3,2020
Ukraine,Export,15289430,4,2020
Ukraine,Import,6373460,4,2020
Ukraine,Export,18181970,5,2020
Ukraine,Import,32039790,5,2020
Ukraine,Export,24819570,6,2020
Ukraine,Import,6848160,6,2020
Ukraine,Export,30348690,7,2020
Ukraine,Import,4851720,7,2020
Ukraine,Export,29117040,8,2020
Ukraine,Import,3272080,8,2020
Ukraine,Export,30506420,9,2020
Ukraine,Import,15917380,9,2020
Ukraine,Export,29638750,10,2020
Ukraine,Import,61179210,10,2020
Ukraine,Export,28904990,11,2020
Ukraine,Import,27960010,11,2020
Ukraine,Export,25732950,12,2020
Ukraine,Import,4790830,12,2020
United Arab Emirates,Export,190514960,1,2020
United Arab Emirates,Import,19033130,1,2020
United Arab Emirates,Export,271909790,2,2020
United Arab Emirates,Import,31271660,2,2020
United Arab Emirates,Export,349424550,3,2020
United Arab Emirates,Import,47615330,3,2020
United Arab Emirates,Export,165702860,4,2020
United Arab Emirates,Import,35395090,4,2020
United Arab Emirates,Export,255073650,5,2020
United Arab Emirates,Import,46143250,5,2020
United Arab Emirates,Export,311270450,6,2020
United Arab Emirates,Import,23726160,6,2020
United Arab Emirates,Export,412327360,7,2020
United Arab Emirates,Import,49236940,7,2020
United Arab Emirates,Export,520110550,8,2020
United Arab Emirates,Import,25926680,8,2020
United Arab Emirates,Export,387022170,9,2020
United Arab Emirates,Import,41946660,9,2020
United Arab Emirates,Export,399592620,10,2020
United Arab Emirates,Import,24646320,10,2020
United Arab Emirates,Export,306733390,11,2020
United Arab Emirates,Import,25023000,11,2020
United Arab Emirates,Export,346370820,12,2020
United Arab Emirates,Import,48616590,12,2020
United Kingdom,Export,323953720,1,2020
United Kingdom,Import,44152440,1,2020
United Kingdom,Export,426446170,2,2020
United Kingdom,Import,58436720,2,2020
United Kingdom,Export,529386240,3,2020
United Kingdom,Import,69752930,3,2020
United Kingdom,Export,243237110,4,2020
United Kingdom,Import,53335070,4,2020
United Kingdom,Export,310769980,5,2020
United Kingdom,Import,55232460,5,2020
United Kingdom,Export,401478780,6,2020
United Kingdom,Import,56730600,6,2020
United Kingdom,Export,433675730,7,2020
United Kingdom,Import,47803580,7,2020
United Kingdom,Export,519300660,8,2020
United Kingdom,Import,63302720,8,2020
United Kingdom,Export,470757170,9,2020
United Kingdom,Import,59899660,9,2020
United Kingdom,Export,476944200,10,2020
United Kingdom,Import,53238410,10,2020
United Kingdom,Export,399001240,11,2020
United Kingdom,Import,49319270,11,2020
United Kingdom,Export,419950520,12,2020
United Kingdom,Import,76149590,12,2020
United States,Export,4765545620,1,2020
United States,Import,988009780,1,2020
United States,Export,5496334640,2,2020
United States,Import,1193038360,2,2020
United States,Export,5688886090,3,2020
United States,Import,1364369630,3,2020
United States,Export,4205621550,4,2020
United States,Import,1219377180,4,2020
United States,Export,4951233520,5,2020
United States,Import,1238167550,5,2020
United States,Export,6395931730,6,2020
United States,Import,1039545810,6,2020
United States,Export,7506326320,7,2020
United States,Import,1085868180,7,2020
United States,Export,7974957350,8,2020
United States,Import,1109740600,8,2020
United States,Export,7757059740,9,2020
United States,Import,1144024690,9,2020
United States,Export,7622404360,10,2020
United States,Import,1047029810,10,2020
United States,Export,7015078510,11,2020
United States,Import,1024254760,11,2020
United States,Export,7697937360,12,2020
United States,Import,1259737390,12,2020
Argentina,Export,96443280,1,2021
Argentina,Import,148078770,1,2021
Argentina,Export,77699580,2,2021
Argentina,Import,117962910,2,2021
Argentina,Export,76455540,3,2021
Argentina,Import,304887510,3,2021
Argentina,Export,71353330,4,2021
Argentina,Import,283449390,4,2021
Argentina,Export,96878030,5,2021
Argentina,Import,436433910,5,2021
Argentina,Export,62612230,6,2021
Argentina,Import,263847870,6,2021
Argentina,Export,70897210,7,2021
Argentina,Import,480197940,7,2021
Argentina,Export,44857940,8,2021
Argentina,Import,238554230,8,2021
Argentina,Export,51650950,9,2021
Argentina,Import,377200890,9,2021
Argentina,Export,50231910,10,2021
Argentina,Import,420544310,10,2021
Argentina,Export,58922220,11,2021
Argentina,Import,397324370,11,2021
Argentina,Export,74091360,12,2021
Argentina,Import,206978630,12,2021
Australia,Export,391617860,1,2021
Australia,Import,481150970,1,2021
Australia,Export,264661599,2,2021
Australia,Import,462896400,2,2021
Australia,Export,387637290,3,2021
Australia,Import,687157500,3,2021
Australia,Export,388056420,4,2021
Australia,Import,570498080,4,2021
Australia,Export,363504420,5,2021
Australia,Import,715164290,5,2021
Australia,Export,293209940,6,2021
Australia,Import,742490910,6,2021
Australia,Export,368244960,7,2021
Australia,Import,767436330,7,2021
Australia,Export,321256750,8,2021
Australia,Import,805130500,8,2021
Australia,Export,375537190,9,2021
Australia,Import,714092340,9,2021
Australia,Export,388416820,10,2021
Australia,Import,562204350,10,2021
Australia,Export,429249190,11,2021
Australia,Import,696641050,11,2021
Australia,Export,483210040,12,2021
Australia,Import,741150370,12,2021
Austria,Export,300413180,1,2021
Austria,Import,25370760,1,2021
Austria,Export,235201570,2,2021
Austria,Import,22591500,2,2021
Austria,Export,309939540,3,2021
Austria,Import,31448230,3,2021
Austria,Export,175786210,4,2021
Austria,Import,25002510,4,2021
Austria,Export,196876900,5,2021
Austria,Import,29474980,5,2021
Austria,Export,175463930,6,2021
Austria,Import,33429970,6,2021
Austria,Export,234840210,7,2021
Austria,Import,27008980,7,2021
Austria,Export,261209060,8,2021
Austria,Import,22310840,8,2021
Austria,Export,253130650,9,2021
Austria,Import,23190090,9,2021
Austria,Export,278702360,10,2021
Austria,Import,35741040,10,2021
Austria,Export,336601610,11,2021
Austria,Import,27841300,11,2021
Austria,Export,264003340,12,2021
Austria,Import,28794470,12,2021
Belarus,Export,0,1,2021
Belarus,Import,9492010,1,2021
Belarus,Export,0,2,2021
Belarus,Import,12121790,2,2021
Belarus,Export,0,3,2021
Belarus,Import,4767900,3,2021
Belarus,Export,0,4,2021
Belarus,Import,2974000,4,2021
Belarus,Export,0,5,2021
Belarus,Import,18385760,5,2021
Belarus,Export,0,6,2021
Belarus,Import,3766820,6,2021
Belarus,Export,0,7,2021
Belarus,Import,13153700,7,2021
Belarus,Export,0,8,2021
Belarus,Import,4098720,8,2021
Belarus,Export,0,9,2021
Belarus,Import,8122380,9,2021
Belarus,Export,0,10,2021
Belarus,Import,9715280,10,2021
Belarus,Export,0,11,2021
Belarus,Import,20165610,11,2021
Belarus,Export,0,12,2021
Belarus,Import,2760680,12,2021
Belgium,Export,264220789,1,2021
Belgium,Import,41346590,1,2021
Belgium,Export,176153060,2,2021
Belgium,Import,23393300,2,2021
Belgium,Export,311504830,3,2021
Belgium,Import,43062530,3,2021
Belgium,Export,312046300,4,2021
Belgium,Import,35574700,4,2021
Belgium,Export,280089200,5,2021
Belgium,Import,49945880,5,2021
Belgium,Export,365150370,6,2021
Belgium,Import,55510650,6,2021
Belgium,Export,324370010,7,2021
Belgium,Import,32843250,7,2021
Belgium,Export,252745100,8,2021
Belgium,Import,42803540,8,2021
Belgium,Export,282413330,9,2021
Belgium,Import,59592090,9,2021
Belgium,Export,305796540,10,2021
Belgium,Import,92480350,10,2021
Belgium,Export,387875440,11,2021
Belgium,Import,77288270,11,2021
Belgium,Export,340640300,12,2021
Belgium,Import,131678359,12,2021
Brazil,Export,176457560,1,2021
Brazil,Import,417053020,1,2021
Brazil,Export,153377750,2,2021
Brazil,Import,253059720,2,2021
Brazil,Export,184934790,3,2021
Brazil,Import,320510850,3,2021
Brazil,Export,167321400,4,2021
Brazil,Import,399694030,4,2021
Brazil,Export,211472660,5,2021
Brazil,Import,359765250,5,2021
Brazil,Export,183651420,6,2021
Brazil,Import,423408140,6,2021
Brazil,Export,195697130,7,2021
Brazil,Import,358468600,7,2021
Brazil,Export,199953460,8,2021
Brazil,Import,235620360,8,2021
Brazil,Export,179047200,9,2021
Brazil,Import,371451380,9,2021
Brazil,Export,176077140,10,2021
Brazil,Import,285227920,10,2021
Brazil,Export,213024670,11,2021
Brazil,Import,277189270,11,2021
Brazil,Export,226007210,12,2021
Brazil,Import,396047200,12,2021
